no,image_name,detect_num,type,type_id,image_height,image_width,figure,points,count,center_x,center_y,area,defect_height,defect_width,crack_straight,crack_ratio of perimeter and area,crack_cir,date
44,ST1_WB_SI_DETECT_0102,0002,etc,etc_0002,649,2030,,"[[1701, 302], [1701, 305], [1699, 307], [1698, 307], [1697, 308], [1696, 308], [1694, 310], [1693, 310], [1690, 313], [1686, 313], [1686, 321], [1689, 321], [1690, 320], [1693, 320], [1694, 319], [1695, 319], [1697, 317], [1698, 317], [1699, 316], [1700, 316], [1702, 314], [1703, 314], [1705, 312], [1706, 312], [1709, 309], [1713, 309], [1713, 302]]",27,,,244.0,27.0,19.0,,,,2025-09-02
45,ST1_WB_SI_DETECT_0102,0003,etc,etc_0003,649,2030,,"[[398, 314], [398, 321], [401, 321], [403, 323], [403, 324], [404, 325], [404, 326], [406, 328], [407, 328], [408, 329], [408, 333], [415, 333], [415, 330], [416, 329], [416, 328], [417, 327], [417, 325], [416, 324], [416, 323], [413, 320], [412, 320], [409, 317], [409, 314]]",23,,,211.5,19.0,19.0,,,,2025-09-02
46,ST1_WB_SI_DETECT_0102,0004,etc,etc_0004,649,2030,,"[[678, 334], [678, 345], [681, 345], [682, 344], [683, 344], [687, 340], [688, 340], [690, 338], [690, 334]]",9,,,101.5,12.0,11.0,,,,2025-09-02
47,ST1_WB_SI_DETECT_0105,0001,etc,etc_0001,599,1908,,"[[1414, 246], [1419, 254], [1422, 259], [1426, 262], [1430, 264], [1434, 267], [1438, 268], [1441, 270], [1445, 271], [1449, 274], [1454, 275], [1458, 277], [1463, 278], [1469, 280], [1473, 285], [1480, 281], [1487, 280], [1493, 274], [1487, 273], [1483, 270], [1480, 269], [1477, 267], [1473, 266], [1467, 264], [1463, 263], [1460, 261], [1454, 260], [1451, 258], [1446, 257], [1442, 255]]",30,,,1067.5,79.0,39.0,,,,2025-09-02
48,ST1_WB_SI_DETECT_0105,0002,etc,etc_0002,599,1908,,"[[1286, 270], [1286, 274], [1290, 274], [1291, 275], [1295, 275], [1296, 274], [1301, 274], [1301, 270]]",8,,,65.0,15.0,5.0,,,,2025-09-02
49,ST1_WB_SI_DETECT_0106,0001,etc,etc_0001,599,1906,,"[[1438, 242], [1438, 251], [1442, 251], [1443, 250], [1444, 250], [1445, 249], [1449, 249], [1449, 242]]",8,,,88.0,11.0,9.0,,,,2025-09-02
50,ST1_WB_SI_DETECT_0106,0002,etc,etc_0002,599,1906,,"[[1574, 258], [1574, 264], [1578, 264], [1579, 263], [1581, 263], [1582, 262], [1585, 262], [1585, 258]]",8,,,56.0,11.0,6.0,,,,2025-09-02
51,ST1_WB_SI_DETECT_0108,0001,etc,etc_0001,592,1890,,"[[1398, 218], [1398, 242], [1402, 242], [1404, 244], [1405, 244], [1406, 245], [1407, 245], [1408, 246], [1408, 249], [1418, 249], [1418, 246], [1419, 245], [1426, 245], [1427, 244], [1428, 244], [1428, 243], [1429, 242], [1429, 239], [1428, 238], [1428, 231], [1427, 230], [1427, 228], [1426, 227], [1426, 226], [1425, 225], [1425, 224], [1423, 222], [1423, 218]]",28,,,796.5,31.0,31.0,,,,2025-09-02
52,ST1_WB_SI_DETECT_0108,0002,crack,crack_0002,592,1890,,"[[694, 206], [699, 212], [704, 214], [709, 216], [715, 218], [719, 220], [723, 222], [730, 227], [739, 238], [743, 245], [745, 249], [747, 254], [749, 261], [751, 271], [749, 279], [747, 283], [743, 290], [750, 284], [752, 278], [754, 259], [751, 250], [749, 245], [747, 240], [743, 234], [738, 227], [728, 219], [723, 216], [719, 214], [714, 212], [710, 210]]",30,,,612.5,63.0,84.0,,,,2025-09-02
53,ST1_WB_SI_DETECT_0110,0001,etc,etc_0001,588,1882,,"[[1366, 226], [1366, 230], [1361, 235], [1358, 235], [1358, 249], [1362, 249], [1364, 251], [1365, 251], [1366, 252], [1369, 252], [1370, 253], [1371, 252], [1374, 252], [1375, 251], [1376, 251], [1381, 246], [1385, 246], [1385, 231], [1381, 231], [1380, 230], [1380, 226]]",21,,,558.5,27.0,27.0,,,,2025-09-02
54,ST1_WB_SI_DETECT_0111,0001,etc,etc_0001,569,1846,,"[[1290, 226], [1290, 239], [1296, 239], [1297, 238], [1301, 238], [1301, 231], [1298, 231], [1297, 230], [1297, 226]]",9,,,119.0,11.0,13.0,,,,2025-09-02
55,ST1_WB_SI_DETECT_0113,0001,etc,etc_0001,582,1834,,"[[542, 274], [542, 282], [547, 282], [548, 283], [549, 283], [550, 284], [554, 284], [556, 282], [555, 281], [555, 280], [552, 277], [552, 274]]",12,,,104.0,14.0,10.0,,,,2025-09-02
56,ST1_WB_SI_DETECT_0114,0001,etc,etc_0001,588,1852,,"[[294, 250], [294, 263], [299, 263], [300, 264], [303, 264], [305, 262], [309, 262], [309, 259], [306, 259], [304, 257], [304, 254], [298, 254], [297, 253], [297, 250]]",14,,,124.0,15.0,14.0,,,,2025-09-02
57,ST1_WB_SI_DETECT_0114,0002,etc,etc_0002,588,1852,,"[[307, 250], [307, 255], [308, 256], [310, 256], [311, 257], [316, 257], [317, 256], [319, 256], [320, 255], [322, 255], [324, 253], [324, 250]]",12,,,101.0,17.0,7.0,,,,2025-09-02
58,ST1_WB_SI_DETECT_0114,0003,etc,etc_0003,588,1852,,"[[354, 250], [354, 261], [369, 261], [369, 255], [368, 254], [368, 250]]",6,,,160.5,15.0,11.0,,,,2025-09-02
59,ST1_WB_SI_DETECT_0115,0001,etc,etc_0001,594,1898,,"[[1302, 226], [1302, 244], [1305, 244], [1307, 246], [1307, 249], [1315, 249], [1315, 245], [1316, 244], [1317, 244], [1323, 238], [1323, 237], [1324, 236], [1324, 230], [1323, 229], [1323, 226]]",15,,,409.5,22.0,23.0,,,,2025-09-02
60,ST1_WB_SI_DETECT_0117,0001,etc,etc_0001,623,1928,,"[[324, 286], [324, 289], [323, 290], [323, 291], [321, 293], [318, 293], [318, 309], [323, 309], [324, 310], [324, 313], [328, 313], [328, 310], [329, 309], [330, 309], [331, 308], [333, 308], [335, 306], [336, 306], [338, 304], [341, 304], [341, 292], [338, 292], [336, 290], [336, 286]]",24,,,449.0,23.0,27.0,,,,2025-09-02
61,ST1_WB_SI_DETECT_0119,0001,etc,etc_0001,640,2014,,"[[1510, 246], [1510, 255], [1513, 255], [1515, 257], [1515, 258], [1516, 259], [1516, 260], [1517, 261], [1517, 262], [1519, 264], [1519, 265], [1521, 267], [1521, 269], [1522, 270], [1522, 271], [1523, 272], [1523, 274], [1524, 275], [1524, 279], [1525, 280], [1525, 286], [1526, 287], [1526, 297], [1532, 297], [1532, 288], [1533, 287], [1533, 282], [1532, 281], [1532, 276], [1533, 275]]",30,,,736.5,39.0,51.0,,,,2025-09-02
62,ST1_WB_SI_DETECT_0119,0002,etc,etc_0002,640,2014,,"[[1570, 266], [1570, 281], [1577, 281], [1577, 266]]",4,,,105.0,7.0,15.0,,,,2025-09-02
63,ST1_WB_SI_DETECT_0119,0003,etc,etc_0003,640,2014,,"[[430, 302], [430, 313], [441, 313], [441, 302]]",4,,,121.0,11.0,11.0,,,,2025-09-02
64,ST1_WB_SI_DETECT_0120,0001,etc,etc_0001,588,1922,,"[[363, 290], [363, 293], [361, 295], [358, 295], [358, 309], [362, 309], [363, 310], [363, 311], [364, 311], [365, 312], [373, 312], [374, 311], [375, 311], [376, 310], [377, 310], [380, 307], [380, 306], [382, 304], [385, 304], [385, 300], [382, 300], [381, 299], [381, 298], [379, 296], [379, 295], [377, 293], [377, 290]]",27,,,440.0,27.0,22.0,,,,2025-09-02
65,ST1_WB_SI_DETECT_0124,0001,etc,etc_0001,596,1912,,"[[1497, 250], [1497, 256], [1496, 257], [1496, 258], [1495, 259], [1495, 260], [1491, 264], [1490, 264], [1489, 265], [1488, 265], [1487, 266], [1482, 266], [1482, 277], [1499, 277], [1499, 273], [1502, 270], [1503, 270], [1504, 269], [1510, 269], [1511, 268], [1512, 268], [1514, 266], [1517, 266], [1517, 259], [1513, 259], [1512, 258], [1510, 258], [1508, 256], [1507, 256], [1505, 254]]",30,,,503.0,35.0,27.0,,,,2025-09-02
